text,category
display address of john,email_querycontact
julie's information,email_querycontact
look up in contacts,email_querycontact
is it joes birthday soon,email_querycontact
is there a contact named allen in my list,email_querycontact
call vikki,email_querycontact
what is mom's email address,email_querycontact
do i have any other contact phone number for alison,email_querycontact
email my friend about our plans tonight,email_sendemail
send email to cat that i will accept job offer,email_sendemail
email james about the softball game james we need to get some refreshments before heading over,email_sendemail
can you open the reply inbox,email_sendemail
prepare email for susan,email_sendemail
inbox this mail,email_sendemail
reply to heather's latest email by answering no,email_sendemail
send an email to my assistant clara to cancel all appointments for tomorrow,email_sendemail
send an email for me,email_sendemail
send an email to my boss,email_sendemail
i need an email to be sent to comcastcom about my service issues,email_sendemail
email friend,email_sendemail
send an email to john,email_sendemail
go to email compile,email_sendemail
reply wishes to john by email,email_sendemail
send the email to john,email_sendemail
send the following email to bro hi come down for dinner tonight,email_sendemail
please answer jean's email,email_sendemail
respond to all that i am on my way,email_sendemail
send a test email to,email_sendemail
draft an email to kailey about work later,email_sendemail
answer paul's email,email_sendemail
please reply to my colleagues mail about his query,email_sendemail
hello you have a send an email to someone,email_sendemail
reply an email to jason that i will not come tonight,email_sendemail
hey send an email to my friend,email_sendemail
send email to newmail@gmail dot com,email_sendemail
you should reply to the mail,email_sendemail
hi buddy send mail to my friend hellen regarding home builders are not accepted the offer,email_sendemail
send an email to fred from work he is in my contacts,email_sendemail
hey reply a mail which i received,email_sendemail
please email celine,email_sendemail
write an email about next week weather to my wife,email_sendemail
send email to joanne@aol dot com and add as new contact,email_sendemail
send reply thank you so much mom to mom,email_sendemail
reply to john's email today saying i will be late,email_sendemail
send an email to frank and ask them what the weather going to be like this week,email_sendemail
please open a reply to the email,email_sendemail
compose an email to parisa,email_sendemail
open terry's email,email_sendemail
email my meeting details to my manager,email_sendemail
send a mail to alex asking about the due payment,email_sendemail
send mom an email now,email_sendemail
email tom,email_sendemail
send email to mom asking about the weather,email_sendemail
open a new email to contact,email_sendemail
can you send an email to my mother about the weekly weather,email_sendemail
compose this email to this new email address,email_sendemail
send a confirmation email to sandy,email_sendemail
reply to the mail with the following content hello you,email_sendemail
send will do thanks to john as a reply to his last message,email_sendemail
send email to mom and tell her see her at disney world,email_sendemail
text sarah if she is free for brunch today,email_sendemail
respond back to the mail,email_sendemail
forward email,email_sendemail
start and email to john smith,email_sendemail
i need to send an email to michael,email_sendemail
send answer to george,email_sendemail
email mahmoud,email_sendemail
"send email to robert, what time is dinner",email_sendemail
send this email to reply to the latest emails,email_sendemail
send an email to juanpedro@gmail dot com,email_sendemail
mahaboobsayyad@gmail dot com,email_sendemail
can you send an email for me to a new email address,email_sendemail
send mail to bubbles i want to meet her tomorrow at two pm in office,email_sendemail
send an email to with the subject as test and no content,email_sendemail
please start an email for my sister,email_sendemail
send email how are you dad to dad,email_sendemail
please send email to pawel with reminder,email_sendemail
send an email to jesse,email_sendemail
reply back to this email,email_sendemail
send email to marissa,email_sendemail
email alice to let her know we are on the way,email_sendemail
reply email to charlotte,email_sendemail
send response i will be there,email_sendemail
send email to bill asking to reschedule,email_sendemail
send message via email,email_sendemail
send email to david davis email address,email_sendemail
please send a voice mail to mr richard office about meting him on first of february twenty seventeen at five pm,email_sendemail
inbox my family,email_sendemail
prepare to send an outgoing reply message,email_sendemail
send mail to mom i am planning vacations with her next week,email_sendemail
send an email to my wife about next week weather,email_sendemail
email co worker about work project,email_sendemail
now i need to write an email to my colleague,email_sendemail
reply to erins email by saying i will be on time,email_sendemail
my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,email_sendemail
send email to nancy about tomorrow's work party details,email_sendemail
write an email recipient ray,email_sendemail
forward the mail to new email address,email_sendemail
hey i want to send an email to my friend,email_sendemail
send an email to my brother and say wedding anniversary,email_sendemail
tell sean i appreciate him reaching out to me,email_sendemail
write this message to the coworker group,email_sendemail
respond to graham and let him know that i will be free tomorrow,email_sendemail
send an email to my boss and attach the presentation file with it apologize for being late,email_sendemail
lindafancy55@gmail dot com,email_sendemail
start email for address not in contacts,email_sendemail
send an email to emma,email_sendemail
answer the email,email_sendemail
compose a mail for jack,email_sendemail
i want the email to be sent to my new email address abc@gmail dot com,email_sendemail
email my favourite contacts,email_sendemail
i did not want you to send that text yet wait until i say send,email_sendemail
send an email to my boss about my leave,email_sendemail
i need to edit marie jones email address to read,email_sendemail
send an email to peter and ask him how is he now can i do something to help him,email_sendemail
please send an email to john saying i'm on leave,email_sendemail
send an email with the address you gave me to jean saying meet us here at eight pm,email_sendemail
mail macs@xorg,email_sendemail
start email,email_sendemail
email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,email_sendemail
send an email to rohit saying i am busy tomorrow,email_sendemail
reply email,email_sendemail
send an email to qerwerq@hotmail dot com,email_sendemail
please sent this email to my friend,email_sendemail
send email to bro and say hi come down for dinner tonight,email_sendemail
send mom the following email,email_sendemail
hey email jan about our meeting,email_sendemail
will you send the email to greg,email_sendemail
reach by mail to my family,email_sendemail
send an email to grandma saying we are dropping by on saturday see you then,email_sendemail
send an email to bob,email_sendemail
send email new address,email_sendemail
hey send email to john,email_sendemail
compose a new email but i got a new address this time brandon at example dot com,email_sendemail
pull up outlook i need to send a email,email_sendemail
respond to mom's mail message about the recipe site,email_sendemail
schedule text messages for later,email_sendemail
send an email to bill that i'm sorry i didn't realize he was so sick,email_sendemail
send a request to martin,email_sendemail
send a reply to mike with the answer four hundred and thirty from his email he sent this morning,email_sendemail
write an email to luke asking how the weather will be this coming week,email_sendemail
send an email to john that i am on my way to home,email_sendemail
send email to gary,email_sendemail
send happy new year to john@gmail dot com,email_sendemail
email my mom,email_sendemail
compose email,email_sendemail
send email to family and tell them to bring the bug spray before coming to the park,email_sendemail
respond to my bosses email with the word that i will be in at four in the evening,email_sendemail
email mom and ask how the weather is there,email_sendemail
answer email,email_sendemail
send this message to the family group starts with a,email_sendemail
please send mom an email saying that i can make it next week,email_sendemail
send an email to adele,email_sendemail
i need to add a new email to my contacts,email_sendemail
send an email to my mum that i will visit her next weekend,email_sendemail
email dad how is the weather this week,email_sendemail
email my sister about mom's birthday jane we should think about arranging the party at the park,email_sendemail
tell chris i will be late through email,email_sendemail
send an email to george brown,email_sendemail
please send an email to mom,email_sendemail
email my mother,email_sendemail
i'd like to send a reply,email_sendemail
email chris add following content sorry I will be late today,email_sendemail
send email to mommy that i'll be going the party,email_sendemail
great response to command.,general_affirm
yeap amazing response to the command.,general_affirm
yes you've done your understanding correcly.,general_affirm
yeap you have done answer exactly.,general_affirm
you have understood my instructions perfectly.,general_affirm
yeap excellent response to the command.,general_affirm
yes you have gotten it exactly.,general_affirm
you have done that perfectly.,general_affirm
you've got the command exactly.,general_affirm
you have got that exactly.,general_affirm
yes you got command exactly.,general_affirm
it was wonderful.,general_affirm
fantastic response to command.,general_affirm
you have done it correcly.,general_affirm
correct response to the command.,general_affirm
yes good response to command.,general_affirm
yeah right.,general_affirm
your understanding was exact.,general_affirm
yeap.,general_affirm
yeap that's right.,general_affirm
yeap you've got your understanding right.,general_affirm
yeah you have gotten my instructions perfectly.,general_affirm
yeah fantastic response to the command.,general_affirm
that is good.,general_affirm
you have understood my instructions exactly.,general_affirm
strongly agreed.,general_affirm
yes fantastic response.,general_affirm
yes the command was confirmed.,general_affirm
yes affirmative.,general_affirm
yeap get that right.,general_affirm
good response to the command.,general_affirm
yeah you get it perfectly.,general_affirm
amazing response to the command.,general_affirm
yeap amazing response to command.,general_affirm
right response to command.,general_affirm
yeap correct response.,general_affirm
yeah you got your understanding perfectly.,general_affirm
got it exactly.,general_affirm
yeap great response.,general_affirm
yeap the command was exact.,general_affirm
you've got your understanding correcly.,general_affirm
exact response to the command.,general_affirm
yeap you get your understanding exactly.,general_affirm
you've understood my instructions exactly.,general_affirm
yeah wonderful.,general_affirm
yes exact.,general_affirm
yes amazing response.,general_affirm
yeah that's great.,general_affirm
yeap perfect response to the command.,general_affirm
yes strongly agree.,general_affirm
yes your understanding was perfect.,general_affirm
yes you've done command exactly.,general_affirm
you've done the command correcly.,general_affirm
yes answer was confirmed.,general_affirm
the answer is confirmed.,general_affirm
yes agree.,general_affirm
answer is confirmed.,general_affirm
yes that's correct.,general_affirm
the command was confirmed.,general_affirm
yes the command is confirmed.,general_affirm
you've done the command right.,general_affirm
get command exactly.,general_affirm
you have got the answer exactly.,general_affirm
yes answer was amazing.,general_affirm
yeap you've gotten the command correcly.,general_affirm
that is excellent.,general_affirm
got the answer exactly.,general_affirm
yeah get that correcly.,general_affirm
correcly.,general_affirm
yeap you get that perfectly.,general_affirm
yeah correct response to the command.,general_affirm
yes it's excellent.,general_affirm
your understanding is confirmed.,general_affirm
it's exact.,general_affirm
yeah great response to command.,general_affirm
yeap exact response to command.,general_affirm
yeap fantastic.,general_affirm
it's amazing.,general_affirm
yeah you did it exactly.,general_affirm
you've gotten your understanding correcly.,general_affirm
yes that's fantastic.,general_affirm
yes you get your understanding perfectly.,general_affirm
fantastic response to the command.,general_affirm
it's perfect.,general_affirm
yeap strongly agreed.,general_affirm
yes exact response.,general_affirm
yes that's amazing.,general_affirm
yes great response to the command.,general_affirm
yeap you've understood the answer right.,general_affirm
you've done your understanding correcly.,general_affirm
yeap it's good.,general_affirm
exact.,general_affirm
yes right response.,general_affirm
you have done command exactly.,general_affirm
yeap you have got my instructions perfectly.,general_affirm
that's confirmed.,general_affirm
you've understood command perfectly.,general_affirm
yeap correct response to the command.,general_affirm
good response to command.,general_affirm
yeah that's confirmed.,general_affirm
yeah exact response.,general_affirm
you did it exactly.,general_affirm
yes you have understood my instructions perfectly.,general_affirm
yeah you did the command correcly.,general_affirm
you have done your understanding correcly.,general_affirm
yeap you have got my instructions correcly.,general_affirm
yeap good.,general_affirm
yeah please.,general_affirm
yeah you've got my instructions right.,general_affirm
yes perfectly.,general_affirm
yeap good response.,general_affirm
yeah you've got that perfectly.,general_affirm
yeap you've done that right.,general_affirm
yeah answer was correct.,general_affirm
yeap you've got command correcly.,general_affirm
yeap fantastic response to command.,general_affirm
yes you've understood that right.,general_affirm
yeah fantastic response to command.,general_affirm
that is right.,general_affirm
yeap you've understood my instructions perfectly.,general_affirm
yeap fantastic response.,general_affirm
yeap it's confirmed.,general_affirm
yeah that was fantastic.,general_affirm
you did command perfectly.,general_affirm
you've gotten my instructions exactly.,general_affirm
yes you have done that exactly.,general_affirm
you got that perfectly.,general_affirm
yeah you get command exactly.,general_affirm
yeah you've gotten my instructions right.,general_affirm
wonderful response to command.,general_affirm
yeap you've got my instructions correcly.,general_affirm
yeah you've understood my instructions perfectly.,general_affirm
yes wonderful response.,general_affirm
yes you got answer correcly.,general_affirm
yeah amazing response.,general_affirm
yeap you've understood it correcly.,general_affirm
you have done it perfectly.,general_affirm
yeap right response.,general_affirm
yeap you've gotten that correcly.,general_affirm
yes you have done it exactly.,general_affirm
you have got my instructions right.,general_affirm
yeap perfect.,general_affirm
you understood the answer right.,general_affirm
yes wonderful response to command.,general_affirm
yes it's confirmed.,general_affirm
you understood command perfectly.,general_affirm
confirmed.,general_affirm
yeah you have got your understanding perfectly.,general_affirm
yeap right.,general_affirm
yeah you have got my instructions right.,general_affirm
yeap correcly.,general_affirm
yes right.,general_affirm
you have gotten that exactly.,general_affirm
yeap it was correct.,general_affirm
yeap that's correct.,general_affirm
yes it was perfect.,general_affirm
olly please will you shut off.,general_commandstop
olly please shut down.,general_commandstop
olly would you please shut up.,general_commandstop
olly please will you shut up.,general_commandstop
will you stop please.,general_commandstop
please would you cancel.,general_commandstop
i will talk to you later on.,general_commandstop
can you please shut up.,general_commandstop
olly will you stop it.,general_commandstop
olly please cancel.,general_commandstop
i would talk to you later.,general_commandstop
olly that would be all.,general_commandstop
"olly that is enough, cancel.",general_commandstop
i'd like you just stop.,general_commandstop
please will you shut off.,general_commandstop
please can you stop it.,general_commandstop
"olly that's all, stop it.",general_commandstop
i'd like you just cancel.,general_commandstop
olly will you shut up please.,general_commandstop
"that's enough, stop it.",general_commandstop
olly could you stop.,general_commandstop
please will you shut up.,general_commandstop
i want you just stop it.,general_commandstop
would you just stop it please.,general_commandstop
will you just stop please.,general_commandstop
olly can you just stop it please.,general_commandstop
will you shut down please.,general_commandstop
olly please shut off.,general_commandstop
olly stop please.,general_commandstop
please could you shut off.,general_commandstop
please will you shut down.,general_commandstop
olly i like you cancel it.,general_commandstop
"that's enough, just cancel.",general_commandstop
please would you just cancel it.,general_commandstop
i'd like you cancel it.,general_commandstop
will you please shut up.,general_commandstop
olly can you cancel please.,general_commandstop
"olly that is all, just cancel.",general_commandstop
i like you stop it.,general_commandstop
olly i want you just stop it.,general_commandstop
please shut down.,general_commandstop
would you stop it.,general_commandstop
olly will you shut down please.,general_commandstop
i would like you stop.,general_commandstop
olly i like you cancel.,general_commandstop
please just cancel.,general_commandstop
would you stop.,general_commandstop
olly will you cancel it.,general_commandstop
olly please would you shut off.,general_commandstop
olly could you shut up please.,general_commandstop
"that's enough, stop.",general_commandstop
olly would you shut up please.,general_commandstop
"that is enough, stop it.",general_commandstop
olly i like you just cancel.,general_commandstop
please would you cancel it.,general_commandstop
just cancel.,general_commandstop
"that's enough, just cancel it.",general_commandstop
"olly that is enough, just cancel.",general_commandstop
"that's all, just cancel it.",general_commandstop
olly please would you shut down.,general_commandstop
could you please shut down.,general_commandstop
would you stop please.,general_commandstop
olly talk to you later on.,general_commandstop
that would be all.,general_commandstop
olly could you shut down.,general_commandstop
olly will you shut down.,general_commandstop
can you shut off please.,general_commandstop
"that's all, just stop.",general_commandstop
olly will you please shut off.,general_commandstop
"olly that is enough, cancel it.",general_commandstop
i will talk to you later.,general_commandstop
would you shut up please.,general_commandstop
could you please shut up.,general_commandstop
olly can you please shut up.,general_commandstop
can you shut up please.,general_commandstop
talk to you later.,general_commandstop
shut up.,general_commandstop
olly will you stop please.,general_commandstop
"olly that's enough, stop it.",general_commandstop
can you just stop it please.,general_commandstop
olly can you shut off.,general_commandstop
can you please shut down.,general_commandstop
"olly that's all, just stop.",general_commandstop
olly would you shut up.,general_commandstop
olly please stop.,general_commandstop
olly would you shut off please.,general_commandstop
just stop please.,general_commandstop
please will you just cancel.,general_commandstop
just cancel please.,general_commandstop
olly that will be all.,general_commandstop
olly please can you just stop it.,general_commandstop
olly i would like you stop.,general_commandstop
would you shut off please.,general_commandstop
could you shut down.,general_commandstop
i want you cancel.,general_commandstop
olly please would you just stop it.,general_commandstop
olly will you please shut down.,general_commandstop
"olly that's enough, cancel.",general_commandstop
olly could you please shut off.,general_commandstop
olly please could you just cancel.,general_commandstop
olly can you shut up.,general_commandstop
will you shut up.,general_commandstop
please can you shut off.,general_commandstop
olly i would like you just cancel it.,general_commandstop
"olly that's enough, stop.",general_commandstop
i would talk to you later on.,general_commandstop
i like you just cancel.,general_commandstop
olly will you shut off.,general_commandstop
please can you cancel it.,general_commandstop
"olly that is enough, stop it.",general_commandstop
would you please shut up.,general_commandstop
olly can you please shut down.,general_commandstop
olly that is enough.,general_commandstop
olly i'd like you just cancel it.,general_commandstop
would you just cancel it please.,general_commandstop
would you please shut down.,general_commandstop
"that is all, stop it.",general_commandstop
olly would you please shut off.,general_commandstop
i would like you just cancel.,general_commandstop
olly i will talk to you later.,general_commandstop
please would you shut up.,general_commandstop
olly shut up.,general_commandstop
can you just cancel please.,general_commandstop
olly please could you shut up.,general_commandstop
please shut off.,general_commandstop
could you just cancel it please.,general_commandstop
olly can you please shut off.,general_commandstop
olly please just stop.,general_commandstop
olly would you shut off.,general_commandstop
olly that's all.,general_commandstop
can you shut up.,general_commandstop
olly can you shut up please.,general_commandstop
would you shut off.,general_commandstop
olly just stop.,general_commandstop
olly could you shut off.,general_commandstop
olly i want you stop.,general_commandstop
olly will you stop.,general_commandstop
would you shut down please.,general_commandstop
can you just cancel it.,general_commandstop
olly i would like you just stop it.,general_commandstop
"that is all, just cancel it.",general_commandstop
"that is all, just stop.",general_commandstop
olly could you please shut up.,general_commandstop
i want you just cancel it.,general_commandstop
olly please can you cancel.,general_commandstop
olly that is all.,general_commandstop
"olly that is all, just stop it.",general_commandstop
olly please just cancel.,general_commandstop
could you shut up.,general_commandstop
that is all.,general_commandstop
olly please could you cancel.,general_commandstop
olly will you just stop it please.,general_commandstop
"olly that is enough, just cancel it.",general_commandstop
that is enough.,general_commandstop
will you please shut off.,general_commandstop
i would like you cancel it.,general_commandstop
"olly that is all, cancel.",general_commandstop
shut down please.,general_commandstop
confirm last thing said please.,general_confirm
please check last thing i said.,general_confirm
i like you check and confirm last thing i said please.,general_confirm
will you check and confirm instruction.,general_confirm
can you check last thing i said please.,general_confirm
would you confirm last thing i said please.,general_confirm
can you check and confirm detail please.,general_confirm
did you get my last command correctly?,general_confirm
would you check and confirm the question please.,general_confirm
please check detail.,general_confirm
can you please confirm what said.,general_confirm
did you get it correctly?,general_confirm
please confirm my last instruction.,general_confirm
would you please confirm that.,general_confirm
can you check and confirm my last command please.,general_confirm
would you please check and confirm what i last said.,general_confirm
would you please check my last command.,general_confirm
could you confirm my last instruction please.,general_confirm
could you confirm what i just said please.,general_confirm
please will you confirm command.,general_confirm
will you check and confirm my last command.,general_confirm
can you check my last question.,general_confirm
can you please check what i last said.,general_confirm
could you please check and confirm my last command.,general_confirm
check that.,general_confirm
please will you check last thing said.,general_confirm
please check and confirm command.,general_confirm
please check and confirm detail.,general_confirm
please check my last question.,general_confirm
i'd like you check details please.,general_confirm
please can you check that.,general_confirm
could you please check that.,general_confirm
did you get last thing said correctly?,general_confirm
would you please check that.,general_confirm
i'd like you to check and confirm last thing said please.,general_confirm
could you check what just said.,general_confirm
check and confirm the last thing said please.,general_confirm
please check and confirm the last thing said.,general_confirm
please check and confirm the command.,general_confirm
i want you confirm that please.,general_confirm
i like you to confirm the details please.,general_confirm
did you get the last thing i said correctly?,general_confirm
could you confirm detail please.,general_confirm
confirm that please.,general_confirm
check and confirm the details please.,general_confirm
would you please check instruction.,general_confirm
did you get that correctly?,general_confirm
did you get what i just said correctly?,general_confirm
did you get the last thing said correctly?,general_confirm
can you check and confirm details.,general_confirm
could you check and confirm detail please.,general_confirm
please confirm my last question.,general_confirm
please can you check and confirm last thing i said.,general_confirm
i would like you check detail please.,general_confirm
please will you check and confirm it.,general_confirm
confirm the last thing said please.,general_confirm
would you check what i said.,general_confirm
check last thing i said please.,general_confirm
i want you check the last thing i said please.,general_confirm
i would like you to check and confirm my last command please.,general_confirm
will you please check and confirm detail.,general_confirm
would you please confirm the last thing i said.,general_confirm
can you please check my last question.,general_confirm
i would like you to check what last said please.,general_confirm
please can you confirm last thing said.,general_confirm
could you confirm the question please.,general_confirm
would you check and confirm the details please.,general_confirm
i would like you check details please.,general_confirm
can you please check and confirm the detail.,general_confirm
i'd like you check what i last said please.,general_confirm
would you please check the detail.,general_confirm
could you please confirm the details.,general_confirm
i'd like you confirm it please.,general_confirm
i like you to confirm question please.,general_confirm
will you please check and confirm the last thing i said.,general_confirm
check and confirm that please.,general_confirm
i would like you to check the question please.,general_confirm
i want you to confirm what i last said please.,general_confirm
i like you check what i last said please.,general_confirm
would you confirm the detail.,general_confirm
can you please confirm last thing i said.,general_confirm
i would like you confirm last thing i said please.,general_confirm
check and confirm the detail please.,general_confirm
i like you check it please.,general_confirm
did you get my last instruction correctly?,general_confirm
please can you check and confirm what just said.,general_confirm
would you check the details please.,general_confirm
please can you confirm the command.,general_confirm
could you please check and confirm the detail.,general_confirm
would you check and confirm question please.,general_confirm
please confirm details.,general_confirm
will you please check and confirm it.,general_confirm
please would you check instruction.,general_confirm
would you please check question.,general_confirm
could you please check the detail.,general_confirm
could you please check and confirm details.,general_confirm
check the last thing said please.,general_confirm
i would like you check and confirm it please.,general_confirm
please would you confirm detail.,general_confirm
can you confirm instruction.,general_confirm
please confirm last thing said.,general_confirm
would you please check and confirm detail.,general_confirm
did you get the instruction correctly?,general_confirm
would you please check it.,general_confirm
confirm detail please.,general_confirm
check last thing i said.,general_confirm
check what just said please.,general_confirm
check question.,general_confirm
i like you confirm last thing said please.,general_confirm
i like you confirm details please.,general_confirm
check and confirm last thing said please.,general_confirm
would you check and confirm last thing said please.,general_confirm
would you check my last question please.,general_confirm
will you confirm that please.,general_confirm
i'd like you to confirm that please.,general_confirm
will you check what i said please.,general_confirm
could you check that please.,general_confirm
please will you check details.,general_confirm
please will you confirm the last thing said.,general_confirm
would you please check and confirm it.,general_confirm
could you check instruction.,general_confirm
i like you to check it please.,general_confirm
could you check it.,general_confirm
did you get the detail correctly?,general_confirm
please check last thing said.,general_confirm
can you confirm what just said please.,general_confirm
i'd like you check my last question please.,general_confirm
would you please check what i last said.,general_confirm
could you please check and confirm last thing i said.,general_confirm
can you check and confirm what said please.,general_confirm
i'd like you check and confirm that please.,general_confirm
can you please check the last thing i said.,general_confirm
would you check and confirm detail please.,general_confirm
check and confirm the instruction please.,general_confirm
did you get last thing i said correctly?,general_confirm
i want you to check what i just said please.,general_confirm
would you confirm the last thing i said please.,general_confirm
confirm my last command please.,general_confirm
check and confirm my last command please.,general_confirm
i'd like you confirm the question please.,general_confirm
can you confirm the details please.,general_confirm
please could you confirm instruction.,general_confirm
would you please confirm details.,general_confirm
will you check and confirm that please.,general_confirm
i would like you to check and confirm detail please.,general_confirm
please can you confirm details.,general_confirm
check last thing said please.,general_confirm
please check what said.,general_confirm
could you please confirm the instruction.,general_confirm
could you please check and confirm that.,general_confirm
check what said.,general_confirm
can you confirm what said please.,general_confirm
can you please check command.,general_confirm
i want you to check and confirm what last said please.,general_confirm
please can you check and confirm the details.,general_confirm
can you please confirm detail.,general_confirm
"i do not really know, olly.",general_dontcare
would not care.,general_dontcare
anything will be okay with me.,general_dontcare
does not matter to me.,general_dontcare
"it is unimportant for me, olly.",general_dontcare
"that does not matter for me, olly.",general_dontcare
"it does not matter with me, olly.",general_dontcare
i wouldn't know.,general_dontcare
"anything will be good with me, olly.",general_dontcare
"i would not really know, olly.",general_dontcare
i wouldn't really mind.,general_dontcare
"it is of no importance to me, olly.",general_dontcare
i would not mind for any one.,general_dontcare
"wouldn't know, olly.",general_dontcare
have no idea regarding to what to do.,general_dontcare
"it doesn't really matter, olly.",general_dontcare
do not really care.,general_dontcare
"anything is fine to me, olly.",general_dontcare
doesn't really matter for me.,general_dontcare
i don't really mind.,general_dontcare
i don't mind for whatever.,general_dontcare
"any one will be okay with me, olly.",general_dontcare
"doesn't matter, olly.",general_dontcare
"this is unimportant to me, olly.",general_dontcare
"i wouldn't really mind, olly.",general_dontcare
"that doesn't matter for me, olly.",general_dontcare
anything is ok to me.,general_dontcare
i wouldn't really care.,general_dontcare
anything would be ok with me.,general_dontcare
don't care.,general_dontcare
have no idea for what to choose.,general_dontcare
i do not really mind for anything.,general_dontcare
really would not mind.,general_dontcare
i do not really care.,general_dontcare
"that is of no importance, olly.",general_dontcare
i have no idea for which to choose.,general_dontcare
anything is ok with me.,general_dontcare
i don't really mind for anything.,general_dontcare
anything would be fine with me.,general_dontcare
any one is okay to me.,general_dontcare
i don't really mind to select any one.,general_dontcare
it doesn't matter for me.,general_dontcare
i have no idea for which to select.,general_dontcare
"have no idea, olly.",general_dontcare
anything would be good.,general_dontcare
really i would not mind.,general_dontcare
wouldn't mind for anything.,general_dontcare
i have no idea regarding to which to select.,general_dontcare
i would not bother.,general_dontcare
whatever is ok with me.,general_dontcare
"wouldn't mind to select any one, olly.",general_dontcare
do not really bother.,general_dontcare
"have no idea regarding to which to select, olly.",general_dontcare
really wouldn't mind.,general_dontcare
"that is of no importance for me, olly.",general_dontcare
would not really mind.,general_dontcare
"i would not mind for any one, olly.",general_dontcare
"this does not matter, olly.",general_dontcare
have no idea regarding to which to choose.,general_dontcare
that does not matter.,general_dontcare
have no idea regarding to which to select.,general_dontcare
it is unimportant to me.,general_dontcare
"any one will be ok with me, olly.",general_dontcare
anything would be okay with me.,general_dontcare
that is of no importance for me.,general_dontcare
doesn't really matter with me.,general_dontcare
"any one, olly.",general_dontcare
do not mind to choose any one.,general_dontcare
any one would be good to me.,general_dontcare
"whatever is good with me, olly.",general_dontcare
"i have no idea, olly.",general_dontcare
any one would be fine for me.,general_dontcare
"i wouldn't really care, olly.",general_dontcare
whatever is okay with me.,general_dontcare
do not care.,general_dontcare
wouldn't mind.,general_dontcare
any one will be fine.,general_dontcare
"any one would be okay, olly.",general_dontcare
whatever would be ok to me.,general_dontcare
would not know.,general_dontcare
that is unimportant.,general_dontcare
"whatever would be good to me, olly.",general_dontcare
don't really bother.,general_dontcare
"i wouldn't bother, olly.",general_dontcare
"that is unimportant, olly.",general_dontcare
anything is okay with me.,general_dontcare
"this is unimportant with me, olly.",general_dontcare
"don't bother, olly.",general_dontcare
"would not bother, olly.",general_dontcare
do not mind.,general_dontcare
that doesn't really matter to me.,general_dontcare
"i would not know, olly.",general_dontcare
i don't really mind for whatever.,general_dontcare
"i wouldn't really bother, olly.",general_dontcare
"doesn't matter with me, olly.",general_dontcare
it is unimportant.,general_dontcare
i don't bother.,general_dontcare
anything is fine.,general_dontcare
wouldn't mind to choose any one.,general_dontcare
wouldn't really bother.,general_dontcare
"have no idea about what to do, olly.",general_dontcare
do not mind for any one.,general_dontcare
whatever.,general_dontcare
i don't really mind to choose any one.,general_dontcare
do not mind to select any one.,general_dontcare
wouldn't bother.,general_dontcare
don't mind.,general_dontcare
"would not mind to select any one, olly.",general_dontcare
i do not care.,general_dontcare
does not matter.,general_dontcare
doesn't matter.,general_dontcare
it doesn't matter to me.,general_dontcare
whatever is good.,general_dontcare
have no idea for which to choose.,general_dontcare
this is unimportant to me.,general_dontcare
whatever is okay for me.,general_dontcare
this is unimportant.,general_dontcare
i do not know.,general_dontcare
"i would not bother, olly.",general_dontcare
that doesn't really matter.,general_dontcare
don't mind for whatever.,general_dontcare
"have no idea for which to select, olly.",general_dontcare
whatever will be fine.,general_dontcare
don't mind to choose any one.,general_dontcare
don't really know.,general_dontcare
"really i don't mind, olly.",general_dontcare
any one will be ok for me.,general_dontcare
"anything would be good with me, olly.",general_dontcare
"i have no idea for which to choose, olly.",general_dontcare
"that is unimportant to me, olly.",general_dontcare
"i have no idea for what to do, olly.",general_dontcare
"really don't mind, olly.",general_dontcare
don't really care.,general_dontcare
does not really matter to me.,general_dontcare
whatever would be good.,general_dontcare
i have no idea regarding to what to select.,general_dontcare
anything is ok for me.,general_dontcare
this doesn't really matter to me.,general_dontcare
"that does not really matter, olly.",general_dontcare
don't bother.,general_dontcare
"would not really care, olly.",general_dontcare
"i do not really care, olly.",general_dontcare
i don't mind to select any one.,general_dontcare
"wouldn't really mind to choose any one, olly.",general_dontcare
does not really matter with me.,general_dontcare
"it is of no importance, olly.",general_dontcare
this is of no importance to me.,general_dontcare
that does not matter for me.,general_dontcare
"i have no idea regarding to what to do, olly.",general_dontcare
anything is okay for me.,general_dontcare
"that doesn't matter to me, olly.",general_dontcare
"i do not know, olly.",general_dontcare
would not mind for any one.,general_dontcare
anything will be ok with me.,general_dontcare
"i do not really mind, olly.",general_dontcare
doesn't matter with me.,general_dontcare
wouldn't really care.,general_dontcare
"do not really mind for whatever, olly.",general_dontcare
once again clarify me about your answers please.,general_explain
don't get this.,general_explain
explain it further please.,general_explain
"s1, rephrase me more on it.",general_explain
would you once again clarify me about your response please.,general_explain
i am unclear about your response.,general_explain
please explain again to me.,general_explain
further explain.,general_explain
"s1, again clarify your answers please.",general_explain
it was not clear.,general_explain
"s1, would you please further clarify me on your answers.",general_explain
"s2, i was not so clear about what you said now.",general_explain
could you clarify me on it further.,general_explain
could you please again clarify your answer to me.,general_explain
please explain me more on what you said.,general_explain
"s2, i was unclear about what you've just said.",general_explain
"s1, will you further explain.",general_explain
please further elaborate your response.,general_explain
i am not so clear about your answers.,general_explain
could you again elaborate me on your answers please.,general_explain
